"start_station_name","lat","lng","member_casual","total_trips"
"Wood St & Augusta Blvd","41.8991617427052947","-87.6721798817222777","member","5005"
"McCormick Place","41.8514091664341551","-87.6188468889937863","casual","4989"
"California Ave & Milwaukee Ave","41.9226737539434643","-87.6971403753989575","casual","4988"
"Elizabeth St & Fulton St","41.8867047705781971","-87.6596041527765509","member","4981"
"Walsh Park","41.9145761220478777","-87.6679559551076242","member","4971"
"Cornell Ave & Hyde Park Blvd","41.8024146339186992","-87.5869044651280488","member","4920"
"Clinton St & Lake St","41.8855614431019744","-87.6418720765703236","casual","4913"
"Loomis St & Jackson Blvd","41.8779714357695440","-87.6620314427137622","member","4912"
"Southport Ave & Wellington Ave","41.9357641841389173","-87.6635979803983657","casual","4895"
"Broadway & Thorndale Ave","41.9897530241450884","-87.6601408034874640","member","4866"
"Lincoln Ave & Roscoe St*","41.9433337666025641","-87.6707211420947064","member","4836"
"Ada St & Washington Blvd","41.8828559307866805","-87.6611930436253902","member","4805"
"Larrabee St & Kingsbury St","41.8977117028331936","-87.6430479900691534","casual","4772"
"Kingsbury St & Erie St","41.8938428125839631","-87.6417424077959698","casual","4764"
"Wells St & Institute Pl","41.8973976075793234","-87.6344310755620929","member","4759"
"Sheridan Rd & Argyle St","41.9732818809663158","-87.6547417572652632","member","4750"
"Lincoln Ave & Diversey Pkwy","41.9322021628694919","-87.6586723190849673","casual","4743"
"Indiana Ave & 31st St","41.8388370064193068","-87.6218566529980863","member","4703"
"Michigan Ave & Pearson St","41.8975396075213311","-87.6235240990934300","casual","4688"
"Calumet Ave & 18th St","41.8576565399424061","-87.6194439295883106","member","4688"
"Shields Ave & 31st St","41.8384630551489179","-87.6353878586372402","member","4667"
"Shore Dr & 55th St","41.7952323218889365","-87.5807746252937393","casual","4664"
"Rush St & Superior St","41.8957327060656446","-87.6260241877024401","casual","4631"
"Winthrop Ave & Lawrence Ave","41.9688342659252054","-87.6576498891828794","member","4626"
"Paulina Ave & North Ave","41.9100748745415225","-87.6699912503784602","member","4624"
"McClurg Ct & Erie St","41.8945074389315961","-87.6179913979261672","casual","4605"
"Delano Ct & Roosevelt Rd","41.8674941066883822","-87.6321924327383279","member","4605"
"Western Ave & Fillmore St","41.8686201277876876","-87.6862444646030020","member","4597"
"Sheridan Rd & Montrose Ave","41.9616018355221932","-87.6546330754503916","casual","4596"
"Lake Park Ave & 53rd St","41.7995210763520911","-87.5864253121283118","member","4567"
"Sheridan Rd & Lawrence Ave","41.9695098346690048","-87.6547077379197720","member","4562"
"Lakefront Trail & Wilson Ave","41.9658178907586056","-87.6454046226923920","casual","4561"
"Franklin St & Illinois St","41.8910222020311472","-87.6354623706514587","casual","4559"
"Orleans St & Elm St","41.9029116874648197","-87.6377268831420405","member","4548"
"Greenview Ave & Diversey Pkwy","41.9326135428892314","-87.6659540672274829","member","4541"
"Larrabee St & Menomonee St","41.9146693785034164","-87.6433374058298435","member","4537"
"Damen Ave & Leland Ave","41.9670913850055151","-87.6790564053099493","member","4533"
"Ashland Ave & Chicago Ave","41.8959588807326251","-87.6677415706617973","member","4518"
"Franklin St & Lake St","41.8858242610730187","-87.6354765607858415","casual","4492"
"Broadway & Ridge Ave","41.9840370830602194","-87.6602620870248489","member","4467"
"N Green St & W Lake St","41.8869586867383995","-87.6489087200022416","member","4461"
"Wood St & Milwaukee Ave","41.9076309199661400","-87.6725214557381490","casual","4430"
"Western Ave & Walton St","41.8984363951776420","-87.6865979075582711","member","4419"
"Racine Ave & Fullerton Ave","41.9255973830675125","-87.6584686178658813","casual","4414"
"Marine Dr & Ainslie St","41.9715954826223935","-87.6501672919718948","member","4412"
"Damen Ave & Cortland St","41.9159805662145611","-87.6773161584009980","casual","4409"
"Broadway & Granville Ave","41.9947785831011797","-87.6602852932803993","member","4408"
"Michigan Ave & Madison St","41.8820807871864330","-87.6251368529023446","casual","4393"
"Canal St & Taylor St","41.8702211860635865","-87.6394727628682525","member","4372"
"Clarendon Ave & Gordon Ter","41.9578404846847053","-87.6494938155170832","casual","4361"
"Ellis Ave & 53rd St","41.7993510838189338","-87.6009684019186581","member","4352"
"Mies van der Rohe Way & Chicago Ave","41.8970205859585253","-87.6217371378778802","casual","4340"
"Clarendon Ave & Leland Ave","41.9679530778665435","-87.6500207098337566","member","4331"
"Leavitt St & Armitage Ave","41.9178006639459085","-87.6824695804877485","member","4326"
"Burling St & Diversey Pkwy","41.9330804602267469","-87.6477471565016196","casual","4322"
"Ogden Ave & Chicago Ave","41.8963573893277701","-87.6540732944691701","casual","4314"
"Logan Blvd & Elston Ave","41.9294258531393996","-87.6841468781568536","member","4297"
"Clark St & Randolph St","41.8845932922420263","-87.6317849164000938","casual","4264"
"Michigan Ave & Ida B Wells Dr","41.8762309696246775","-87.6244370321111893","casual","4263"
"Clark St & Berwyn Ave","41.9780082328870096","-87.6682714261522199","casual","4257"
"Honore St & Division St","41.9031227239203206","-87.6738772338283828","casual","4242"
"Southport Ave & Wrightwood Ave","41.9287882964747522","-87.6638923244549316","casual","4238"
"Ritchie Ct & Banks St","41.9068521465855962","-87.6262143199102715","casual","4235"
"Peoria St & Jackson Blvd","41.8776676634028436","-87.6495560901208531","casual","4220"
"LaSalle Dr & Huron St","41.8948536436218953","-87.6323716680612491","casual","4147"
"Ravenswood Ave & Irving Park Rd","41.9546480384829422","-87.6739019064456811","member","4133"
"Franklin St & Chicago Ave","41.8967727418530196","-87.6357045941741450","casual","4123"
"Burnham Harbor","41.8574492018999028","-87.6138155653401361","casual","4116"
"Milwaukee Ave & Wabansia Ave","41.9126240362362972","-87.6814048192667479","casual","4105"
"Dayton St & North Ave","41.9105905290009747","-87.6494326960380117","casual","4104"
"Southport Ave & Belmont Ave","41.9394386495564221","-87.6637788518864246","casual","4103"
"Seeley Ave & Roscoe St","41.9433962603003663","-87.6796436326959707","member","4095"
"Lincoln Ave & Sunnyside Ave","41.9629672909219858","-87.6847903074712644","member","4089"
"Wolcott (Ravenswood) Ave & Montrose Ave","41.9614190689938800","-87.6762049980734394","member","4085"
"Western Ave & Division St","41.9029039436724687","-87.6872984764378524","member","4079"
"Damen Ave & Grand Ave","41.8924433348722359","-87.6768870095651106","member","4070"
"Greenview Ave & Fullerton Ave","41.9253740548190992","-87.6658188672458774","casual","4063"
"Sedgwick St & Huron St","41.8946462693831730","-87.6384001674167283","casual","4053"
"Racine Ave & 18th St","41.8582359044356042","-87.6564607449278966","member","4022"
"Sheffield Ave & Kingsbury St","41.9105687894825871","-87.6531545463656716","casual","4020"
"Campbell Ave & North Ave","41.9105195094445828","-87.6895483662889166","member","4015"
"Michigan Ave & 14th St","41.8641294298829098","-87.6237204539237668","casual","4014"
"Broadway & Wilson Ave","41.9652010753390043","-87.6582655255666750","casual","3997"
"Paulina St & Montrose Ave","41.9614928730149103","-87.6714077019686631","member","3957"
"Lakefront Trail & Wilson Ave","41.9658420234810127","-87.6453936177417722","member","3950"
"Clarendon Ave & Junior Ter","41.9609966942531386","-87.6495624911324622","casual","3903"
"Damen Ave & Charleston St","41.9200695352550628","-87.6779099031376570","member","3901"
"Dearborn St & Van Buren St","41.8762762381947682","-87.6292489031054131","member","3861"
"Ashland Ave & Grand Ave","41.8910716835914761","-87.6666256309173597","member","3848"
"Canal St & Jackson Blvd","41.8772838102548765","-87.6394425873524057","casual","3845"
"Racine Ave & Washington Blvd","41.8830744705716523","-87.6570002016235970","member","3831"
"Leavitt St & Chicago Ave","41.8954796482687271","-87.6819781433865898","member","3818"
"Aberdeen St & Jackson Blvd","41.8777453432599581","-87.6547904667243187","casual","3816"
"Sheridan Rd & Noyes St (NU)","42.0582376889613463","-87.6774502198501183","member","3803"
"Harper Ave & 59th St","41.7879427417910841","-87.5883101687945133","member","3791"
"Lincoln Ave & Melrose St","41.9405964787648456","-87.6694905409923463","member","3789"
"Clark St & Chicago Ave","41.8967090122275513","-87.6308620384385825","casual","3753"
"Stetson Ave & South Water St","41.8867276831902985","-87.6222614143576759","casual","3752"
"Canal St & Monroe St","41.8816944415145005","-87.6394925800402793","casual","3724"
"Ashland Ave & Lake St","41.8859254994869729","-87.6671680634327156","member","3723"
"LaSalle St & Jackson Blvd","41.8781063980053763","-87.6318491795215054","casual","3720"
"Wells St & Walton St","41.8999472018945102","-87.6344392731916039","casual","3716"
"Clark St & 9th St (AMLI)","41.8708120712800432","-87.6311979682068593","member","3703"
"Blue Island Ave & 18th St","41.8575143349675851","-87.6615680983360346","member","3702"
"Spaulding Ave & Armitage Ave","41.9171184172921744","-87.7101951956458164","member","3693"
"Green St & Randolph St*","41.8837448234391104","-87.6484612347165717","member","3687"
"Western Ave & Winnebago Ave","41.9155527991096634","-87.6870361731948969","casual","3684"
"Noble St & Milwaukee Ave","41.9006754995133225","-87.6625730518923328","member","3678"
"Sangamon St & Lake St","41.8858317898775843","-87.6510507529923830","casual","3676"
"Leavitt St & Division St","41.9029848014931880","-87.6837587392452316","member","3670"
"Cannon Dr & Fullerton Ave","41.9267374105679956","-87.6344350110322228","casual","3662"
"Michigan Ave & Ida B Wells Dr","41.8762649085523081","-87.6244852477629063","member","3661"
"Lincoln Ave & Belle Plaine Ave","41.9559501908561171","-87.6801810080806407","member","3621"
"Carpenter St & Huron St","41.8945539802034560","-87.6534583800724638","casual","3588"
"Racine Ave & Randolph St","41.8840873373610723","-87.6568957675509634","member","3581"
"Artesian Ave & Hubbard St","41.8895111596670397","-87.6881542716060436","member","3574"
"Clinton St & Tilden St","41.8758767364913262","-87.6407684114269726","member","3574"
"Calumet Ave & 18th St","41.8576503026346801","-87.6194283537794613","casual","3564"
"California Ave & Cortez St","41.9003671151009957","-87.6966592820881935","member","3515"
"Wabash Ave & Adams St","41.8794796640723853","-87.6257283786007410","casual","3509"
"Clifton Ave & Armitage Ave","41.9182087377787283","-87.6569873923096664","casual","3507"
"Woodlawn Ave & 55th St","41.7952978648229583","-87.5964826679011993","casual","3502"
"Calumet Ave & 35th St","41.8313623132709473","-87.6180301176245321","member","3473"
"Clark St & Leland Ave","41.9670788057645701","-87.6674126827466821","casual","3466"
"Albany Ave & Bloomingdale Ave","41.9140122616098266","-87.7051392939104046","member","3460"
"State St & Harrison St","41.8740373123457863","-87.6277230044598900","casual","3453"
"State St & Van Buren St","41.8771793110518690","-87.6278939678875688","casual","3451"
"Larrabee St & Division St","41.9035008181199069","-87.6433399816938300","casual","3436"
"LaSalle St & Adams St","41.8794038048398369","-87.6319758502679091","member","3434"
"Stave St & Armitage Ave","41.9177041365219924","-87.6914063906699680","member","3433"
"Aberdeen St & Randolph St","41.8841456837285173","-87.6542774021672007","casual","3433"
"Benson Ave & Church St","42.0482213416745006","-87.6834795286016451","member","3404"
"Morgan Ave & 14th Pl","41.8624165937283152","-87.6511104380299912","member","3401"
"Humboldt Blvd & Armitage Ave","41.9175091931082277","-87.7018006731200236","member","3391"
"Elston Ave & Cortland St","41.9164540782229450","-87.6667738509432289","casual","3382"
"Rush St & Hubbard St","41.8901824471462474","-87.6262193922278256","casual","3371"
"Wells St & Polk St","41.8727561447859691","-87.6336643053388823","casual","3364"
"Desplaines St & Randolph St","41.8842260920672219","-87.6444291542504462","casual","3362"
"Franklin St & Monroe St","41.8802273210435301","-87.6354424256827668","casual","3354"
"Buckingham Fountain","41.8757764128124068","-87.6207336281568744","casual","3353"
"Museum of Science and Industry","41.7917361190811134","-87.5839484462526190","casual","3341"
"Ashland Ave & Wrightwood Ave","41.9288284215458647","-87.6685267358105263","member","3325"
"Desplaines St & Jackson Blvd","41.8781356601959602","-87.6440365908803135","casual","3317"
"Damen Ave & Wellington Ave","41.9358688829797522","-87.6784228863161076","member","3309"
"Blackstone Ave & Hyde Park Blvd","41.8025909938382308","-87.5903801443774614","member","3301"
"Sheridan Rd & Buena Ave","41.9584476559227468","-87.6550323101532802","casual","3262"
"900 W Harrison St","41.8747610388404453","-87.6498175800463822","casual","3234"
"Glenwood Ave & Morse Ave","42.0079649868156425","-87.6654794865456238","member","3222"
"Ogden Ave & Congress Pkwy","41.8750233286056645","-87.6732512679925303","member","3213"
"Lincoln Ave & Waveland Ave","41.9487482363639201","-87.6752536060892634","member","3204"
"Sedgwick St & Schiller St","41.9076240748937500","-87.6385358938531250","member","3200"
"Halsted St & Willow St","41.9138554354425612","-87.6487792114469554","casual","3186"
"Ravenswood Ave & Berteau Ave","41.9579168912165986","-87.6735729504306822","member","3181"
"Morgan St & 18th St","41.8581057695776867","-87.6511187609423259","member","3173"
"Bissell St & Armitage Ave*","41.9183646323909583","-87.6521725761286215","casual","3141"
"Damen Ave & Foster Ave","41.9756022686078369","-87.6794631044759478","member","3139"
"Halsted St & Maxwell St","41.8648722875520000","-87.6470681829760000","casual","3125"
"Michigan Ave & 18th St","41.8578302454080000","-87.6245524978624000","casual","3125"
"Damen Ave & Chicago Ave","41.8956744615466238","-87.6771241585723473","casual","3110"
"Paulina St & 18th St","41.8579252553452188","-87.6686898586612642","member","3085"
